Pabrik,Tahun,Tipe,Pintu,Kursi,CC,Daerah,Harga
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,235000000
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,249000000
Honda,2019-2023,Automatic,5,5,1497,Jabodetabek,268000000
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,273000000
Honda,2019-2023,Automatic,5,5,1497,Jabodetabek,280000000
Honda,2019-2023,Automatic,5,7,1497,Luar Jabodetabek,209000000
Toyota,2019-2023,Automatic,5,7,1497,Luar Jabodetabek,249000000
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,236000000
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,251000000
Honda,2019-2023,Automatic,5,5,1497,Jabodetabek,265000000
Honda,2019-2023,Automatic,5,7,1497,Jabodetabek,240000000
Honda,2019-2023,Automatic,5,5,1497,Luar Jabodetabek,332000000
Honda,2014-2018,Automatic,5,7,1498,Jabodetabek,330000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,363000000
Honda,2014-2018,Automatic,4,5,1498,Jabodetabek,323000000
Honda,2014-2018,Automatic,4,5,1498,Luar Jabodetabek,335000000
Honda,2014-2018,Automatic,5,7,1498,Jabodetabek,349000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,358000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,358000000
Honda,2014-2018,Automatic,5,7,1498,Jabodetabek,360000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,378000000
Honda,2014-2018,Automatic,5,7,1498,Jabodetabek,381000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,385000000
Honda,2014-2018,Automatic,5,7,1498,Jabodetabek,385000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jabodetabek,406000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jabodetabek,395000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jabodetabek,395000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jabodetabek,415000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jabodetabek,416000000
Honda,2019-2023,Automatic,4,5,1498,Luar Jabodetabek,359000000
Honda,2019-2023,Automatic,4,5,1498,Luar Jabodetabek,385000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,455000000
Honda,2019-2023,Automatic,5,7,1498,Jabodetabek,506000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,235000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,245000000
Honda,2019-2023,Manual,5,5,1498,Luar Jabodetabek,250000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,255000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,262576997
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,263000000
Honda,2019-2023,Automatic,5,5,1498,Jabodetabek,268000000
Honda,2019-2023,Automatic,5,7,1498,Jabodetabek,248000000
Honda,2019-2023,Automatic,5,7,1498,Jabodetabek,253000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jabodetabek,260000000
Honda,2019-2023,Automatic,5,7,1498,Jabodetabek,520000000
Honda,2019-2023,Automatic,5,5,1498,Jabodetabek,440000000
Honda,2019-2023,Automatic,5,5,1498,Luar Jabodetabek,380000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,185000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,186000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,189000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,189500000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,192000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,195000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,200000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,205000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,205000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,207000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,208000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,208000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,209000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,211000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,212000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,213000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,214000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,215000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,218000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jabodetabek,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jabodetabek,220000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,155000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,158000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,159000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,164000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,165000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,180000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,196000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jabodetabek,197000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jabodetabek,203000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,203000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,208000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,209000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,209000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,214000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,215000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,218000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,224000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,224033842
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,224264538
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,231000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,231000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jabodetabek,166000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,189000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,200000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,231000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,234000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,248000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,240000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jabodetabek,240000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jabodetabek,260000000
Toyota,2014-2018,Automatic,4,5,1798,Jabodetabek,195000000
Honda,2014-2018,Automatic,4,5,1798,Jabodetabek,207000000
Toyota,2014-2018,Automatic,4,5,1798,Luar Jabodetabek,260000000
Honda,<=2013,Automatic,4,5,1799,Luar Jabodetabek,165000000
Honda,<=2013,Automatic,4,5,1799,Luar Jabodetabek,170000000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,230500000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,242500000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,270000000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,254000000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,245000000
Honda,2014-2018,Automatic,5,5,1799,Luar Jabodetabek,275000000
Honda,2019-2023,Automatic,5,5,1799,Jabodetabek,290000000
Toyota,2014-2018,Automatic,5,5,1986,Luar Jabodetabek,415000000
Toyota,2019-2023,Automatic,5,7,1986,Jabodetabek,550000000
Toyota,<=2013,Automatic,5,7,1987,Luar Jabodetabek,168500000
Toyota,2014-2018,Automatic,5,7,1987,Luar Jabodetabek,358000000
Toyota,2014-2018,Automatic,5,7,1987,Jabodetabek,359500000
Toyota,2014-2018,Automatic,5,7,1987,Jabodetabek,360000000
Toyota,2014-2018,Automatic,5,7,1987,Luar Jabodetabek,368000000
Toyota,2019-2023,Automatic,5,7,1987,Luar Jabodetabek,420000000
Suzuki,<=2013,Manual,5,5,1995,Jabodetabek,105000000
Honda,<=2013,Automatic,5,5,1997,Jabodetabek,100000000
Honda,2014-2018,Automatic,5,5,1997,Jabodetabek,209000000
Honda,2014-2018,Automatic,4,5,1997,Luar Jabodetabek,175000000
Toyota,<=2013,Automatic,5,8,1998,Jabodetabek,130000000
Toyota,<=2013,Automatic,5,8,1998,Luar Jabodetabek,152000000
Toyota,<=2013,Automatic,5,7,1998,Luar Jabodetabek,173000000
Toyota,<=2013,Automatic,5,7,1998,Jabodetabek,175000000
Mitsubishi,<=2013,Automatic,5,5,1998,Jabodetabek,169000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,185000000
Mitsubishi,2014-2018,Automatic,5,5,1998,Jabodetabek,157000000
Toyota,2014-2018,Manual,5,8,1998,Jabodetabek,192000000
Toyota,2014-2018,Manual,5,8,1998,Luar Jabodetabek,205000000
Toyota,2014-2018,Automatic,5,7,1998,Luar Jabodetabek,185000000
Mitsubishi,2014-2018,Automatic,5,5,1998,Luar Jabodetabek,188000000
Toyota,2014-2018,Automatic,5,8,1998,Jabodetabek,259000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,259000000
Toyota,2014-2018,Automatic,5,8,1998,Jabodetabek,278547169
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,292000000
Mitsubishi,2014-2018,Automatic,5,5,1998,Luar Jabodetabek,203000000
Toyota,2014-2018,Manual,5,8,1998,Luar Jabodetabek,223500000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,245000000
Toyota,2014-2018,Manual,5,8,1998,Luar Jabodetabek,252000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,295000000
Toyota,2014-2018,Automatic,5,7,1998,Luar Jabodetabek,319000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,250000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,267000000
Toyota,2014-2018,Automatic,5,8,1998,Jabodetabek,291000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jabodetabek,291000000
Mitsubishi,2014-2018,Automatic,5,5,1998,Jabodetabek,235000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,270000000
Toyota,2019-2023,Automatic,5,8,1998,Jabodetabek,289000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,298000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,315000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,340000000
Toyota,2019-2023,Automatic,5,7,1998,Luar Jabodetabek,359000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,301000000
Toyota,2019-2023,Automatic,5,8,1998,Jabodetabek,374000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jabodetabek,356000000
Honda,<=2013,Automatic,5,5,2354,Luar Jabodetabek,125000000
Honda,<=2013,Automatic,5,7,2354,Jabodetabek,200000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,145000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,195000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,195000000
Honda,<=2013,Automatic,5,5,2354,Luar Jabodetabek,198000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,179000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,195000000
Honda,<=2013,Automatic,5,5,2354,Jabodetabek,210000000
Honda,2014-2018,Automatic,5,5,2354,Luar Jabodetabek,185000000
Honda,2014-2018,Automatic,5,5,2354,Luar Jabodetabek,185000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,200000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,215000000
Honda,2014-2018,Automatic,5,5,2354,Luar Jabodetabek,235000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,273000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,246000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,274000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,281000000
Honda,2014-2018,Automatic,5,5,2354,Luar Jabodetabek,329000000
Honda,2014-2018,Automatic,5,5,2354,Jabodetabek,346000000
Honda,2014-2018,Automatic,4,5,2356,Luar Jabodetabek,275000000
Honda,2014-2018,Automatic,4,5,2356,Luar Jabodetabek,259000000
Honda,2014-2018,Automatic,4,5,2356,Luar Jabodetabek,287000000
Toyota,<=2013,Automatic,4,5,2362,Luar Jabodetabek,112000000
Toyota,<=2013,Automatic,5,7,2362,Jabodetabek,280000000
Toyota,<=2013,Automatic,5,7,2362,Jabodetabek,285000000
Toyota,<=2013,Automatic,4,5,2362,Luar Jabodetabek,135000000
Toyota,<=2013,Automatic,5,5,2362,Luar Jabodetabek,179000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jabodetabek,300000000
Toyota,<=2013,Automatic,5,7,2362,Jabodetabek,309000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jabodetabek,350000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jabodetabek,370000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jabodetabek,405000000
Toyota,2014-2018,Automatic,5,7,2362,Luar Jabodetabek,300000000
Toyota,2014-2018,Automatic,5,7,2362,Jabodetabek,399000000
Toyota,2014-2018,Automatic,5,7,2393,Jabodetabek,369000000
Toyota,2014-2018,Automatic,5,7,2393,Luar Jabodetabek,381000000
Toyota,2014-2018,Automatic,5,7,2393,Luar Jabodetabek,394000000
Toyota,2014-2018,Automatic,5,7,2393,Jabodetabek,385000000
Toyota,2014-2018,Automatic,5,7,2393,Jabodetabek,389000000
Toyota,2014-2018,Automatic,5,7,2393,Luar Jabodetabek,420000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,282000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,309000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,310000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,324500000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,355000000
Toyota,2019-2023,Automatic,5,7,2393,Jabodetabek,419000000
Toyota,2019-2023,Automatic,5,7,2393,Jabodetabek,438000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,343000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,372000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,373000000
Toyota,2019-2023,Automatic,5,7,2393,Jabodetabek,429500000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,430000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,430000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jabodetabek,460000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jabodetabek,480000000
Toyota,2019-2023,Automatic,5,7,2393,Jabodetabek,496000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,355000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,395000000
Toyota,2019-2023,Automatic,4,5,2393,Jabodetabek,505000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jabodetabek,359000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jabodetabek,388000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,394000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,423000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,440000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,447000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jabodetabek,435000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,465000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,474000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jabodetabek,584000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,665000000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,235000000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,279500000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,255000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,290000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,265000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,379000000
Mitsubishi,2014-2018,Manual,5,7,2477,Luar Jabodetabek,389000000
Toyota,<=2013,Automatic,5,8,2494,Jabodetabek,205000000
Toyota,2014-2018,Automatic,5,8,2494,Jabodetabek,249000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,720000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,800000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,858000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,858000000
Toyota,2014-2018,Automatic,4,5,2494,Luar Jabodetabek,275000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,895000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,895000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,938000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,945000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,975000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,1080000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,1095000000
Toyota,<=2013,Automatic,5,7,2694,Jabodetabek,198000000
Toyota,2014-2018,Automatic,5,7,2694,Jabodetabek,360000000
Toyota,2019-2023,Automatic,5,7,2694,Jabodetabek,420000000
Toyota,2019-2023,Automatic,5,8,2754,Jabodetabek,1850000000
Toyota,2019-2023,Automatic,5,7,2755,Luar Jabodetabek,505000000