Daihatsu,Honda,Suzuki,Mitsubishi,Manual,4 Pintu,5 Pintu,Luar Jabodetabek,2014-2018,2019-2023,CC,Harga
0,1,0,0,1,0,1,0,0,1,996,188000000
0,1,0,0,1,0,1,0,0,1,996,190000000
0,1,0,0,0,0,1,0,0,1,996,215000000
0,1,0,0,0,0,1,1,0,1,996,220000000
0,1,0,0,0,0,1,0,0,1,996,222000000
0,1,0,0,0,0,1,1,0,1,996,227000000
0,1,0,0,0,0,1,0,0,1,996,230000000
0,0,0,0,0,0,1,1,0,1,996,230000000
0,1,0,0,0,0,1,0,0,1,996,231000000
0,1,0,0,0,0,1,0,0,1,996,231000000
0,1,0,0,0,0,1,0,0,1,996,215000000
0,1,0,0,0,0,1,0,0,1,996,220000000
0,1,0,0,0,0,1,0,0,1,996,250000000
1,0,0,0,1,0,1,0,1,0,998,87000000
0,0,1,0,0,0,1,1,1,0,998,97000000
0,0,1,0,1,0,1,1,1,0,998,103000000
0,0,0,0,0,0,1,0,1,0,998,87000000
1,0,0,0,0,0,1,1,1,0,998,87000000
1,0,0,0,1,0,1,1,1,0,998,89000000
1,0,0,0,1,0,1,1,1,0,998,90000000
1,0,0,0,1,0,1,1,1,0,998,90000000
1,0,0,0,0,0,1,0,1,0,998,93000000
1,0,0,0,1,0,1,0,1,0,998,96000000
1,0,0,0,1,0,1,0,1,0,998,97000000
1,0,0,0,1,0,1,0,1,0,998,97000000
1,0,0,0,1,0,1,0,1,0,998,98000000
0,0,0,0,0,0,1,1,1,0,998,99000000
0,0,0,0,1,0,1,1,1,0,998,105000000
1,0,0,0,1,0,1,1,1,0,998,83000000
0,0,0,0,0,0,1,1,1,0,998,92000000
0,0,0,0,1,0,1,1,1,0,998,96000000
1,0,0,0,1,0,1,1,1,0,998,98000000
0,0,0,0,1,0,1,0,1,0,998,99000000
0,0,0,0,1,0,1,0,1,0,998,101000000
1,0,0,0,1,0,1,1,1,0,998,109000000
0,0,1,0,1,0,1,1,0,0,998,102000000
0,0,0,0,1,0,1,0,0,1,998,99000000
0,1,0,0,1,0,1,1,0,1,998,106000000
0,1,0,0,1,0,1,0,0,1,998,112000000
0,1,0,0,1,0,1,1,0,1,998,130000000
0,0,0,1,0,0,1,0,0,1,998,145000000
0,0,0,0,0,0,1,0,0,0,1197,105000000
0,0,1,0,0,0,1,1,1,0,1197,100000000
0,0,0,0,0,0,1,0,1,0,1197,111000000
0,0,0,0,1,0,1,1,1,0,1197,113000000
0,0,0,0,0,0,1,0,1,0,1197,114000000
0,0,0,0,0,0,1,0,1,0,1197,99000000
0,0,0,0,1,0,1,1,1,0,1197,107000000
0,0,1,0,0,0,1,1,1,0,1197,117000000
0,0,1,0,1,0,1,1,1,0,1197,117500000
0,0,1,0,0,0,1,1,1,0,1197,127500000
0,0,0,0,1,0,1,1,1,0,1197,111000000
1,0,0,0,1,0,1,1,1,0,1197,113000000
0,1,0,0,1,0,1,1,1,0,1197,115000000
0,1,0,0,1,0,1,1,1,0,1197,115000000
0,1,0,0,0,0,1,1,1,0,1197,116000000
0,1,0,0,0,0,1,1,1,0,1197,122000000
0,1,0,0,0,0,1,1,1,0,1197,129000000
0,1,0,0,0,0,1,1,0,0,1197,109000000
0,1,0,0,0,0,1,0,0,0,1197,116000000
0,1,0,0,0,0,1,0,0,0,1197,118000000
0,1,0,0,0,0,1,1,0,0,1197,126000000
0,0,0,0,0,0,1,0,0,0,1197,131000000
0,0,1,0,1,0,1,0,0,0,1197,106000000
0,0,1,0,0,0,1,1,0,0,1197,109000000
0,0,1,0,1,0,1,0,0,0,1197,109000000
0,0,1,0,1,0,1,0,0,0,1197,110000000
0,0,1,0,1,0,1,1,0,0,1197,111000000
0,0,1,0,1,0,1,1,0,0,1197,111000000
0,0,0,0,0,0,1,1,0,0,1197,111000000
0,0,0,0,1,0,1,1,0,0,1197,112000000
0,0,0,0,1,0,1,0,0,0,1197,117000000
0,0,1,0,1,0,1,1,0,0,1197,117000000
0,0,1,0,1,0,1,1,0,0,1197,118000000
0,0,0,0,1,0,1,1,0,0,1197,118000000
0,0,0,0,1,0,1,0,0,0,1197,118000000
0,0,0,0,1,0,1,1,0,0,1197,119000000
0,0,1,0,1,0,1,1,0,0,1197,121000000
0,0,1,0,1,0,1,1,0,0,1197,121000000
0,0,1,0,0,0,1,1,0,0,1197,121000000
0,0,1,0,0,0,1,1,0,0,1197,123000000
0,0,1,0,1,0,1,0,0,0,1197,124000000
0,0,1,0,0,0,1,1,0,0,1197,128000000
0,0,1,0,0,0,1,1,0,0,1197,132000000
0,0,1,0,1,0,1,1,0,1,1197,106000000
0,0,1,0,1,0,1,0,0,1,1197,108000000
0,0,1,0,1,0,1,0,0,1,1197,121000000
0,0,1,0,1,0,1,1,0,1,1197,126000000
0,0,1,0,1,0,1,1,0,1,1197,127000000
0,0,0,0,1,0,1,0,0,1,1197,98000000
0,1,0,0,1,0,1,0,0,1,1197,105000000
0,1,0,0,1,0,1,0,0,1,1197,116500000
0,1,0,0,1,0,1,0,0,1,1197,117000000
0,1,0,0,1,0,1,0,0,1,1197,118000000
0,0,0,0,1,0,1,1,0,1,1197,118000000
0,1,0,0,1,0,1,1,0,1,1197,118000000
0,1,0,0,1,0,1,1,0,1,1197,118000000
0,1,0,0,1,0,1,1,0,1,1197,120000000
0,0,0,0,1,0,1,0,0,1,1197,120000000
1,0,0,0,1,0,1,0,0,1,1197,120000000
1,0,0,0,1,0,1,0,0,1,1197,121000000
0,1,0,0,1,0,1,1,0,1,1197,121000000
1,0,0,0,1,0,1,0,0,1,1197,122000000
0,0,0,0,1,0,1,0,0,1,1197,123000000
0,0,0,0,1,0,1,0,0,1,1197,123000000
0,0,0,0,1,0,1,1,0,1,1197,123000000
0,0,0,0,0,0,1,0,0,1,1197,125500000
0,0,0,0,0,0,1,0,0,1,1197,128000000
0,0,0,0,0,0,1,1,0,1,1197,130000000
0,0,0,0,0,0,1,1,0,1,1197,135000000
0,0,0,0,0,0,1,1,0,1,1197,137000000
0,0,0,0,0,0,1,1,0,1,1197,146000000
0,0,0,0,0,0,1,0,0,1,1197,146000000
0,0,0,0,0,0,1,1,0,1,1197,149000000
0,1,0,0,0,0,1,1,0,1,1197,149000000
0,1,0,0,0,0,1,0,0,1,1197,149000000
0,0,0,0,0,0,1,0,0,1,1197,129000000
0,0,0,0,0,0,1,0,0,1,1197,131000000
0,0,0,0,1,0,1,0,0,1,1197,135000000
0,0,0,0,1,0,1,0,0,1,1197,136000000
0,0,0,0,1,0,1,0,0,1,1197,140000000
0,0,0,0,0,0,1,0,0,1,1197,142000000
0,0,0,0,0,0,1,0,0,1,1197,145000000
0,0,0,0,1,0,1,0,0,1,1197,130000000
0,0,0,0,1,0,1,1,0,1,1197,136000000
0,0,0,0,0,0,1,1,0,1,1197,139000000
0,0,0,0,0,0,1,1,0,1,1197,140000000
0,1,0,0,0,0,1,1,0,1,1197,141000000
0,1,0,0,0,0,1,0,0,1,1197,142000000
0,1,0,0,0,0,1,0,0,1,1197,156000000
0,1,0,0,1,0,1,1,0,1,1197,135000000
0,1,0,0,0,0,1,1,0,1,1197,139500000
0,1,0,0,0,0,1,1,0,1,1197,142000000
0,1,0,0,1,0,1,0,0,1,1197,145000000
0,1,0,0,1,0,1,0,0,1,1197,123000000
0,1,0,0,1,0,1,1,0,1,1197,124000000
0,1,0,0,0,0,1,0,0,1,1197,136000000
0,0,0,0,0,0,1,1,0,1,1197,145000000
0,1,0,0,1,0,1,1,0,1,1197,148000000
0,1,0,0,0,0,1,1,0,1,1197,175000000
0,1,0,0,1,0,1,0,0,1,1197,134000000
0,1,0,0,1,0,1,0,0,1,1197,136000000
0,1,0,0,0,0,1,0,0,1,1197,147000000
0,1,0,0,0,0,1,0,0,1,1197,149000000
0,1,0,0,0,0,1,0,0,1,1197,160000000
0,0,0,0,1,0,1,0,0,1,1197,130000000
0,0,0,0,1,0,1,1,0,1,1197,138000000
0,0,0,0,1,0,1,0,0,1,1197,138000000
0,0,0,0,0,0,1,0,0,1,1197,149000000
0,0,0,0,0,0,1,1,0,1,1197,157000000
0,0,0,1,1,0,1,1,0,1,1197,138000000
0,0,1,0,1,0,1,0,1,0,1198,112000000
1,0,0,0,1,0,1,0,1,0,1198,112000000
0,0,0,0,1,0,1,1,1,0,1198,112000000
0,0,0,0,0,0,1,0,1,0,1198,123000000
0,0,0,0,1,0,1,0,1,0,1198,113000000
0,0,1,0,1,0,1,1,1,0,1198,119000000
0,1,0,0,0,0,1,0,0,1,1198,191000000
0,1,0,0,0,0,1,0,0,1,1198,198000000
0,1,0,0,0,0,1,1,0,1,1198,198000000
0,0,1,0,0,0,1,0,1,0,1199,129000000
0,0,0,0,0,0,1,0,1,0,1199,131000000
0,0,0,0,0,0,1,0,1,0,1199,131000000
0,1,0,0,0,0,1,1,1,0,1199,115000000
1,0,0,0,1,0,1,0,1,0,1199,124000000
0,0,1,0,1,0,1,0,0,0,1199,112000000
0,0,1,0,1,0,1,1,0,0,1199,126000000
0,0,1,0,1,0,1,0,0,0,1199,127000000
0,0,1,0,0,0,1,0,0,0,1199,128000000
0,0,1,0,1,0,1,0,0,0,1199,134000000
0,0,1,0,1,0,1,0,0,0,1199,137000000
0,0,1,0,0,0,1,1,0,0,1199,138000000
0,0,1,0,1,0,1,1,0,0,1199,142000000
0,0,1,0,0,0,1,1,0,0,1199,142000000
0,0,1,0,0,0,1,1,0,0,1199,143000000
0,0,1,0,0,0,1,0,0,0,1199,143000000
0,0,1,0,0,0,1,0,0,0,1199,144000000
0,0,0,0,0,0,1,0,0,0,1199,149000000
0,0,0,0,0,0,1,0,0,0,1199,150000000
0,1,0,0,1,0,1,1,0,1,1199,145000000
0,1,0,0,0,0,1,1,0,1,1199,157000000
1,0,0,0,0,0,1,1,0,1,1199,158000000
1,0,0,0,0,0,1,1,0,1,1199,158000000
1,0,0,0,0,0,1,1,0,1,1199,158000000
1,0,0,0,0,0,1,1,0,1,1199,158000000
1,0,0,0,0,0,1,1,0,1,1199,158000000
1,0,0,0,0,0,1,1,0,1,1199,159000000
0,0,0,0,0,0,1,0,0,1,1199,159000000
0,0,0,0,0,0,1,1,0,1,1199,159000000
0,0,0,0,0,0,1,0,0,1,1199,161000000
0,0,0,0,0,0,1,1,0,1,1199,161000000
1,0,0,0,0,0,1,1,0,1,1199,175000000
0,0,0,0,0,0,1,0,0,1,1199,180000000
0,0,0,0,0,0,1,0,0,1,1199,182000000
0,1,0,0,0,0,1,0,0,1,1199,157000000
0,1,0,0,0,0,1,0,0,1,1199,170000000
0,1,0,0,0,0,1,0,0,1,1199,184000000
0,1,0,0,0,0,1,0,0,1,1199,185000000
0,1,0,0,0,0,1,1,0,1,1199,185000000
0,1,0,0,1,0,1,1,0,1,1199,165000000
0,1,0,0,0,0,1,1,0,1,1199,178000000
0,1,0,0,0,0,1,1,0,1,1199,187000000
0,0,0,0,0,0,1,0,0,1,1199,205000000
0,1,0,0,0,0,1,1,0,1,1199,189000000
0,1,0,0,1,0,1,0,0,0,1298,107500000
0,0,0,0,0,0,1,1,0,0,1298,104000000
0,0,0,0,0,0,1,1,0,0,1298,120000000
0,0,0,0,0,0,1,0,0,0,1298,125000000
1,0,0,0,1,0,1,0,0,0,1298,78000000
1,0,0,0,1,0,1,1,1,0,1298,108000000
0,0,0,0,1,0,1,1,1,0,1298,110000000
0,0,0,0,1,0,1,0,1,0,1298,124000000
0,0,0,0,1,0,1,0,1,0,1298,135000000
0,0,0,0,0,0,1,0,1,0,1298,135000000
0,0,0,0,1,0,1,0,1,0,1298,85000000
0,0,0,0,1,0,1,0,1,0,1298,107500000
0,0,0,0,1,0,1,1,1,0,1298,134000000
0,0,0,0,1,0,1,0,1,0,1298,97000000
0,0,0,0,1,0,1,0,1,0,1298,105000000
0,1,0,0,1,0,1,0,1,0,1298,89000000
0,1,0,0,1,0,1,1,1,0,1298,93000000
0,1,0,0,1,0,1,1,0,0,1298,107000000
0,0,1,0,1,0,1,0,0,0,1298,125000000
0,1,0,0,1,0,0,1,0,1,1298,125000000
0,1,0,0,1,0,1,1,0,1,1298,165000000
1,0,0,0,1,0,1,0,1,0,1329,115000000
1,0,0,0,0,0,1,0,1,0,1329,147000000
1,0,0,0,0,0,1,1,1,0,1329,156000000
0,1,0,0,0,0,1,1,0,0,1329,140000000
0,1,0,0,1,0,1,1,0,0,1329,158000000
0,0,1,0,1,0,1,1,0,1,1329,168000000
0,0,1,0,1,0,1,0,0,1,1329,168000000
0,0,1,0,1,0,1,1,0,1,1329,173000000
0,0,1,0,0,0,1,1,0,1,1329,178000000
0,0,1,0,0,0,1,1,0,1,1329,185000000
0,0,1,0,0,0,1,1,0,1,1329,190000000
0,0,0,0,1,0,1,0,0,1,1329,165000000
0,0,0,0,1,0,1,0,0,1,1329,180000000
0,0,0,0,0,0,1,0,0,1,1329,185000000
0,1,0,0,1,0,1,0,0,1,1329,175000000
0,1,0,0,0,0,1,0,0,1,1329,179000000
0,1,0,0,0,0,1,1,0,1,1329,189000000
0,0,0,0,1,0,1,0,1,0,1372,160000000
0,0,0,0,1,0,1,0,0,0,1373,120000000
0,0,0,0,0,0,1,0,0,0,1373,115000000
0,0,0,0,1,0,1,0,0,0,1373,121000000
0,0,0,0,1,0,1,1,0,0,1373,123000000
0,0,0,0,0,0,1,1,1,0,1373,119000000
0,0,0,0,0,0,1,1,1,0,1373,119000000
1,0,0,0,1,0,1,0,1,0,1373,125000000
0,0,0,0,1,0,1,0,1,0,1373,137000000
0,0,0,0,0,0,1,1,1,0,1373,140000000
0,0,0,0,0,0,1,0,1,0,1373,142000000
0,0,0,0,0,0,1,0,1,0,1373,157000000
0,0,0,0,0,0,1,0,1,0,1373,160000000
0,0,0,0,1,0,1,1,1,0,1373,153000000
0,0,0,0,1,0,1,1,1,0,1373,154000000
0,0,0,0,0,0,1,1,1,0,1373,157000000
0,0,0,0,0,0,1,1,1,0,1373,165000000
1,0,0,0,1,0,1,1,1,0,1373,154000000
0,0,0,0,0,0,1,0,1,0,1373,172000000
0,1,0,0,1,0,1,1,0,0,1373,157000000
0,1,0,0,1,0,1,1,0,0,1373,160000000
0,1,0,0,0,0,1,1,0,0,1373,160000000
0,0,0,0,0,0,1,0,0,0,1373,171000000
0,0,1,0,0,0,1,0,0,0,1373,155000000
0,0,0,0,0,0,1,1,0,0,1373,166858974
0,0,0,0,0,0,1,1,0,1,1373,153000000
0,0,0,0,0,0,1,1,0,1,1373,178000000
0,0,0,0,0,0,1,1,0,1,1373,178800000
0,0,0,0,0,0,1,0,0,1,1373,180000000
0,0,0,0,0,0,1,1,0,1,1373,181000000
0,0,0,0,0,0,1,0,0,1,1373,181000000
0,0,0,0,0,0,1,0,0,1,1373,181000000
0,0,0,0,0,0,1,0,0,1,1373,181000000
0,0,0,0,0,0,1,1,0,1,1373,182000000
0,0,0,0,0,0,1,1,0,1,1373,189500000
0,0,0,0,0,0,1,0,0,1,1373,198000000
0,0,0,0,0,0,1,0,0,1,1373,169000000
0,1,0,0,0,0,1,0,0,0,1462,169943396
0,0,0,0,1,0,1,0,0,0,1462,173000000
0,0,0,0,0,0,1,0,0,0,1462,180000000
0,0,1,0,1,0,1,1,0,1,1462,140000000
0,0,1,0,1,0,1,0,0,1,1462,140000000
0,0,0,1,1,0,1,1,0,1,1462,152000000
0,0,0,1,1,0,1,1,0,1,1462,166000000
0,0,1,0,0,0,1,1,0,1,1462,168000000
0,0,1,0,0,0,1,1,0,1,1462,185000000
0,0,1,0,1,0,1,0,0,1,1462,188000000
0,0,1,0,1,0,1,0,0,1,1462,188000000
0,0,0,0,0,0,1,0,0,1,1462,189000000
0,0,0,0,0,0,1,1,0,1,1462,195000000
0,0,1,0,0,0,1,1,0,1,1462,201000000
0,0,1,0,0,0,1,1,0,1,1462,204000000
0,0,0,0,0,0,1,1,0,1,1462,188000000
0,0,0,0,0,0,1,0,0,1,1462,193000000
0,0,0,0,0,0,1,0,0,1,1462,214000000
0,1,0,0,1,0,0,0,0,1,1462,107000000
0,0,0,0,0,0,1,1,0,1,1462,188000000
0,0,0,0,0,0,1,0,0,1,1462,205000000
0,0,0,0,0,0,1,0,0,1,1462,213000000
0,0,0,0,0,0,1,0,0,1,1462,213000000
0,0,0,0,0,0,1,0,0,1,1462,222000000
0,0,0,0,0,0,1,1,0,1,1462,225000000
0,0,0,0,0,0,1,0,0,1,1462,228000000
0,0,0,0,0,0,1,0,0,1,1462,228000000
0,1,0,0,0,0,1,1,0,1,1462,228000000
0,1,0,0,1,0,0,1,0,1,1462,118000000
0,1,0,0,0,0,1,1,0,1,1462,180000000
0,1,0,0,0,0,1,1,0,1,1462,180000000
0,1,0,0,1,0,1,0,0,1,1462,190000000
0,1,0,0,1,0,1,0,0,1,1462,197000000
0,1,0,0,1,0,1,0,0,1,1462,207000000
0,1,0,0,0,0,1,1,0,1,1462,218500000
0,1,0,0,1,0,1,1,0,1,1462,220000000
0,1,0,0,0,0,1,0,0,1,1462,229000000
0,1,0,0,0,0,1,0,0,1,1462,230000000
0,0,0,1,1,0,0,0,0,1,1462,111000000
0,0,0,1,1,0,0,0,0,1,1462,111000000
0,0,0,1,1,0,0,1,0,1,1462,124000000
0,0,0,0,1,0,0,0,1,0,1468,79000000
0,0,0,0,1,0,0,0,1,0,1468,77500000
1,0,0,0,1,0,1,0,0,0,1490,89000000
1,0,0,0,0,0,1,0,1,0,1491,159000000
0,0,0,0,0,0,1,0,1,0,1491,164000000
0,0,0,0,0,0,1,0,1,0,1491,164000000
0,1,0,0,0,0,1,1,1,0,1491,169000000
0,0,0,0,0,0,1,0,0,0,1491,192000000
0,0,0,0,0,0,1,0,0,0,1491,215000000
0,1,0,0,0,0,1,0,0,1,1491,199000000
0,1,0,0,0,0,1,0,0,1,1491,202000000
0,1,0,0,0,0,1,1,0,1,1491,202000000
1,0,0,0,0,0,1,0,0,1,1491,202000000
0,0,0,0,1,0,0,1,0,1,1493,94000000
0,0,0,0,0,0,1,1,0,0,1495,99000000
0,0,0,0,1,0,1,1,1,0,1495,141000000
0,0,0,0,0,0,1,0,1,0,1495,135000000
0,0,0,0,0,0,1,1,1,0,1495,150000000
0,0,0,0,1,0,1,0,1,0,1495,149000000
1,0,0,0,1,0,1,1,1,0,1495,161000000
0,0,1,0,1,0,1,0,1,0,1495,163000000
0,0,0,0,1,0,1,1,1,0,1495,169000000
0,0,0,0,1,0,1,0,1,0,1495,159000000
0,0,0,0,1,0,1,0,1,0,1495,159000000
0,0,0,0,0,0,1,0,1,0,1495,149500000
0,0,0,0,1,0,1,1,1,0,1495,129000000
1,0,0,0,0,0,1,1,1,0,1495,170000000
0,0,0,0,0,0,1,1,1,0,1495,170000000
0,0,0,0,0,0,1,1,1,0,1495,170000000
0,0,0,1,1,0,0,0,0,1,1495,114500000
0,0,0,1,1,0,0,0,0,1,1495,135000000
0,0,0,0,0,0,1,0,0,0,1496,139000000
1,0,0,0,0,0,1,0,0,0,1496,138000000
0,0,0,0,0,0,1,0,0,0,1496,140000000
0,0,0,0,0,0,1,1,0,0,1496,140000000
0,0,0,0,0,0,1,1,0,0,1496,165000000
1,0,0,0,0,0,1,1,1,0,1496,141000000
0,0,0,0,0,0,1,1,1,0,1496,141000000
0,0,0,0,1,0,1,0,1,0,1496,145000000
0,0,1,0,0,0,1,1,1,0,1496,123500000
0,0,1,0,0,0,1,1,1,0,1496,125000000
1,0,0,0,0,0,1,0,1,0,1496,138000000
1,0,0,0,0,0,1,1,1,0,1496,148000000
0,0,1,0,0,0,1,0,1,0,1496,162500000
0,0,0,0,1,0,1,0,1,0,1496,139000000
0,0,0,0,1,0,1,1,1,0,1496,141000000
0,0,0,0,0,0,1,0,1,0,1496,148000000
0,0,0,0,0,0,1,0,1,0,1496,159000000
0,0,0,0,0,0,1,0,1,0,1496,159500000
1,0,0,0,0,0,1,1,1,0,1496,157000000
1,0,0,0,1,0,1,1,1,0,1496,157000000
1,0,0,0,0,0,1,1,1,0,1496,158500000
0,0,0,0,0,0,1,0,1,0,1496,160000000
0,0,1,0,0,0,1,0,1,0,1496,163500000
0,0,0,0,0,0,1,0,1,0,1496,167000000
0,0,0,0,0,0,1,0,1,0,1496,168000000
0,0,0,0,0,0,1,0,1,0,1496,170000000
0,0,0,0,0,0,1,0,1,0,1496,170000000
0,0,0,0,0,0,1,0,1,0,1496,170000000
0,0,1,0,0,0,1,0,1,0,1496,170000000
0,0,0,0,0,0,1,0,1,0,1496,170229729
0,0,0,0,0,0,1,1,1,0,1496,173000000
0,0,0,0,0,0,1,1,1,0,1496,173000000
0,0,0,0,0,0,1,1,1,0,1496,174000000
0,1,0,0,0,1,0,1,1,0,1496,173000000
0,0,0,0,1,0,1,0,0,0,1496,143000000
0,0,0,0,1,0,1,0,0,0,1496,144000000
0,0,0,0,1,0,1,0,0,0,1496,148000000
0,0,0,0,0,0,1,0,0,0,1496,163000000
0,1,0,0,0,0,1,0,0,0,1496,179000000
0,0,0,0,0,0,1,0,0,0,1496,180000000
0,0,0,0,0,0,1,0,0,0,1496,185000000
0,1,0,0,1,0,1,1,0,0,1496,188181818
0,1,0,0,0,0,1,0,0,0,1496,200000000
0,1,0,0,0,0,1,0,0,0,1496,203000000
0,0,0,0,0,0,1,0,0,0,1496,205000000
0,0,0,0,1,0,1,1,0,0,1496,205000000
0,1,0,0,1,0,1,1,0,0,1496,207000000
0,1,0,0,0,0,1,1,0,0,1496,213000000
0,1,0,0,0,0,1,0,0,0,1496,216000000
0,1,0,0,1,0,1,1,0,0,1496,217000000
0,1,0,0,0,0,1,0,0,0,1496,219000000
0,0,0,0,0,0,1,0,0,0,1496,208000000
