Daihatsu,Honda,Suzuki,Mitsubishi,Manual,4 Pintu,5 Pintu,Luar Jabodetabek,2014-2018,2019-2023,CC,Harga
0,0,0,0,0,0,1,0,0,0,1496,214000000
0,0,1,0,0,0,1,1,0,1,1496,155000000
0,0,1,0,0,0,1,0,0,1,1496,170000000
0,0,1,0,1,0,1,0,0,1,1496,172500000
0,0,1,0,0,0,1,1,0,1,1496,189000000
0,0,1,0,1,0,1,1,0,1,1496,192000000
0,0,1,0,1,0,1,1,0,1,1496,195000000
0,0,0,0,1,0,1,1,0,1,1496,195000000
1,0,0,0,1,0,1,0,0,1,1496,195000000
0,0,0,0,1,0,1,1,0,1,1496,195000000
0,0,0,0,0,0,1,1,0,1,1496,196000000
1,0,0,0,1,0,1,0,0,1,1496,199500000
0,0,0,0,1,0,1,1,0,1,1496,205000000
0,0,0,0,0,0,1,0,0,1,1496,227000000
0,0,0,0,0,0,1,1,0,1,1496,193000000
0,0,0,0,0,0,1,1,0,1,1496,195000000
0,0,0,0,0,0,1,0,0,1,1496,210000000
0,1,0,0,0,0,1,1,0,1,1496,223000000
1,0,0,0,0,0,1,1,0,1,1496,223000000
0,0,0,0,0,0,1,0,0,1,1496,223000000
0,0,0,0,0,0,1,0,0,1,1496,232500000
0,0,0,0,0,0,1,1,0,1,1496,156000000
0,0,0,0,0,0,1,1,0,1,1496,178000000
0,0,0,0,0,0,1,1,0,1,1496,195000000
0,0,0,0,0,0,1,1,0,1,1496,203000000
0,0,0,0,0,0,1,1,0,1,1496,203000000
0,0,0,0,0,0,1,0,0,1,1496,230000000
0,1,0,0,0,0,1,1,0,1,1496,223000000
0,0,0,0,0,0,1,1,0,1,1496,179000000
0,0,0,0,1,0,1,1,0,1,1496,183000000
0,0,0,0,1,0,1,0,0,1,1496,188000000
0,1,0,0,0,0,1,0,0,1,1496,199000000
0,1,0,0,0,0,1,1,0,1,1496,199000000
0,1,0,0,1,0,1,0,0,1,1496,208000000
0,1,0,0,0,0,1,1,0,1,1496,211000000
0,1,0,0,0,0,1,0,0,1,1496,215000000
0,0,0,0,0,0,1,0,0,1,1496,215000000
0,1,0,0,1,0,1,1,0,1,1496,220000000
0,0,0,0,0,0,1,1,0,1,1496,220000000
0,0,0,0,0,0,1,1,0,1,1496,222000000
0,1,0,0,0,0,1,1,0,1,1496,222000000
0,1,0,0,0,0,1,0,0,1,1496,242000000
0,0,0,0,0,0,1,0,0,1,1496,250000000
0,1,0,0,0,0,1,1,0,1,1496,240000000
0,1,0,0,0,0,1,1,0,1,1496,249000000
0,1,0,0,0,0,1,1,0,1,1496,249000000
0,1,0,0,0,0,1,1,0,1,1496,249000000
0,1,0,0,0,0,1,0,0,1,1496,249000000
0,1,0,0,0,0,1,1,0,1,1496,256000000
0,1,0,0,0,0,1,0,0,1,1496,212000000
0,1,0,0,1,0,1,0,0,1,1496,223000000
0,1,0,0,0,0,1,0,0,1,1496,227000000
0,1,0,0,0,0,1,0,0,1,1496,245000000
0,0,0,0,1,0,1,0,0,1,1496,245000000
0,0,0,0,0,0,1,1,0,0,1497,139000000
1,0,0,0,0,0,1,0,0,0,1497,165000000
0,0,0,0,0,0,1,1,0,0,1497,138000000
1,0,0,0,0,0,1,0,0,0,1497,165000000
0,0,0,0,1,0,1,0,0,0,1497,129900000
0,0,0,0,0,0,1,1,1,0,1497,158000000
1,0,0,0,0,0,1,1,1,0,1497,171000000
1,0,0,0,0,0,1,1,1,0,1497,176000000
1,0,0,0,1,0,1,0,1,0,1497,177000000
0,0,0,0,0,0,1,0,1,0,1497,180000000
0,0,1,0,0,0,1,0,1,0,1497,182000000
1,0,0,0,0,0,1,1,1,0,1497,189000000
0,0,1,0,0,0,1,1,1,0,1497,194000000
1,0,0,0,0,0,1,1,1,0,1497,195000000
0,0,0,0,0,0,1,1,1,0,1497,203000000
0,0,0,0,0,0,1,1,1,0,1497,205000000
0,0,0,0,1,0,1,0,1,0,1497,137000000
0,0,0,0,1,0,1,0,1,0,1497,154000000
0,0,0,0,0,0,1,0,1,0,1497,155000000
1,0,0,0,0,0,1,1,1,0,1497,165000000
1,0,0,0,0,0,1,1,1,0,1497,165000000
0,0,0,0,1,0,1,1,1,0,1497,165000000
0,0,0,0,0,0,1,0,1,0,1497,169000000
0,0,0,0,0,0,1,1,1,0,1497,175000000
0,0,0,0,0,0,1,1,1,0,1497,180000000
0,0,0,0,0,0,1,0,1,0,1497,190000000
0,0,0,0,0,0,1,0,1,0,1497,155000000
0,0,0,0,0,0,1,0,1,0,1497,189000000
0,0,0,0,0,0,1,0,1,0,1497,195000000
1,0,0,0,0,0,1,0,1,0,1497,210000000
0,0,0,0,0,0,1,1,1,0,1497,212000000
0,0,0,0,1,0,1,1,1,0,1497,160000000
0,0,0,0,0,0,1,0,1,0,1497,176000000
0,0,0,0,0,0,1,0,1,0,1497,178000000
0,0,0,0,0,0,1,1,1,0,1497,183000000
0,0,0,0,0,0,1,0,1,0,1497,185000000
1,0,0,0,0,0,1,1,1,0,1497,191000000
1,0,0,0,0,0,1,1,1,0,1497,191000000
0,1,0,0,0,0,1,1,1,0,1497,186000000
0,1,0,0,0,0,1,0,1,0,1497,195000000
0,0,0,0,0,0,1,1,1,0,1497,199000000
0,1,0,0,0,0,1,0,1,0,1497,204000000
0,1,0,0,0,0,1,0,1,0,1497,205000000
0,1,0,0,0,0,1,0,1,0,1497,207000000
0,1,0,0,0,0,1,0,1,0,1497,210000000
0,1,0,0,0,0,1,0,1,0,1497,215000000
0,1,0,0,0,0,1,1,1,0,1497,215000000
0,0,0,0,0,0,1,0,1,0,1497,223000000
0,0,0,0,0,0,1,1,1,0,1497,223000000
0,0,0,0,1,0,1,0,1,0,1497,225000000
0,1,0,0,0,0,1,1,1,0,1497,232000000
0,0,0,0,1,0,1,1,0,0,1497,166500000
1,0,0,0,0,0,1,1,0,0,1497,198500000
0,0,0,0,0,0,1,1,0,0,1497,188000000
0,0,1,0,0,0,1,0,0,0,1497,193500000
0,0,1,0,0,0,1,0,0,0,1497,213000000
0,0,1,0,0,0,1,1,0,0,1497,217000000
0,0,1,0,0,0,1,1,0,0,1497,227000000
0,0,0,0,0,0,1,0,0,0,1497,228000000
0,0,0,0,0,0,1,0,0,0,1497,228000000
0,0,0,0,0,0,1,0,0,0,1497,230000000
0,0,0,0,0,0,1,0,0,0,1497,234000000
0,0,0,0,0,0,1,0,0,0,1497,237000000
0,0,1,0,0,0,1,1,0,0,1497,239238348
0,0,1,0,0,0,1,1,0,0,1497,242000000
0,0,1,0,0,0,1,1,0,0,1497,243000000
0,0,0,0,0,0,1,1,0,0,1497,245000009
0,0,0,0,0,0,1,1,0,0,1497,255000000
0,0,1,0,0,0,1,1,0,0,1497,259000000
0,0,1,0,0,0,1,0,0,0,1497,261000000
0,0,1,0,0,0,1,1,0,0,1497,264000000
0,0,0,0,0,0,1,1,0,1,1497,204000000
1,0,0,0,0,0,1,1,0,1,1497,213000000
0,1,0,0,1,0,1,0,0,1,1497,235000000
0,0,0,0,1,0,1,1,0,1,1497,245000000
0,0,0,0,1,0,1,1,0,1,1497,245000000
0,0,0,0,0,0,1,0,0,1,1497,250000000
0,0,0,0,0,0,1,0,0,1,1497,253000000
0,0,0,0,0,0,1,0,0,1,1497,255000000
0,1,0,0,0,0,1,0,0,1,1497,267000000
0,0,0,0,0,0,1,1,0,1,1497,275000000
0,0,0,0,0,0,1,0,0,1,1497,281000000
0,0,0,0,0,0,1,0,0,1,1497,290000000
1,0,0,0,0,0,1,1,0,1,1497,223000000
0,0,0,0,0,0,1,1,0,1,1497,223000000
0,0,0,0,0,0,1,0,0,1,1497,223000000
0,0,0,0,0,0,1,1,0,1,1497,235000000
0,1,0,0,0,0,1,1,0,1,1497,249000000
0,1,0,0,0,0,1,0,0,1,1497,268000000
0,0,0,0,0,0,1,1,0,1,1497,273000000
0,0,0,0,0,0,1,0,0,1,1497,280000000
0,0,0,0,0,0,1,1,0,1,1497,209000000
0,0,0,0,0,0,1,1,0,1,1497,249000000
0,1,0,0,0,0,1,1,0,1,1497,236000000
0,1,0,0,0,0,1,1,0,1,1497,251000000
0,1,0,0,0,0,1,0,0,1,1497,265000000
0,0,0,0,0,0,1,0,0,1,1497,240000000
0,1,0,0,0,0,1,1,0,1,1497,332000000
0,0,0,0,0,0,1,0,1,0,1498,330000000
0,0,1,0,0,0,1,1,1,0,1498,363000000
0,1,0,0,0,1,0,0,1,0,1498,323000000
0,1,0,0,0,1,0,1,1,0,1498,335000000
0,0,0,0,0,0,1,0,0,0,1498,349000000
1,0,0,0,0,0,1,1,0,0,1498,358000000
1,0,0,0,0,0,1,1,0,0,1498,358000000
0,0,0,0,0,0,1,0,0,0,1498,360000000
0,0,0,0,0,0,1,1,0,0,1498,378000000
0,0,0,0,0,0,1,0,0,0,1498,381000000
1,0,0,0,0,0,1,1,0,0,1498,385000000
0,0,0,0,0,0,1,0,0,0,1498,385000000
1,0,0,0,0,0,1,1,0,0,1498,406000000
1,0,0,0,0,0,1,1,0,1,1498,395000000
1,0,0,0,0,0,1,1,0,1,1498,395000000
1,0,0,0,0,0,1,1,0,1,1498,415000000
1,0,0,0,0,0,1,1,0,1,1498,416000000
0,0,0,0,0,1,0,1,0,1,1498,359000000
0,0,0,0,0,1,0,1,0,1,1498,385000000
0,1,0,0,0,0,1,1,0,1,1498,455000000
0,1,0,0,0,0,1,0,0,1,1498,506000000
0,1,0,0,0,0,1,1,0,1,1498,235000000
0,1,0,0,0,0,1,1,0,1,1498,245000000
0,1,0,0,1,0,1,1,0,1,1498,250000000
0,1,0,0,0,0,1,1,0,1,1498,255000000
0,1,0,0,0,0,1,1,0,1,1498,262576997
0,1,0,0,0,0,1,1,0,1,1498,263000000
0,1,0,0,0,0,1,0,0,1,1498,268000000
0,0,0,0,0,0,1,0,0,1,1498,248000000
0,1,0,0,0,0,1,0,0,1,1498,253000000
0,1,0,0,0,0,1,1,0,1,1498,260000000
0,1,0,0,0,0,1,0,0,1,1498,520000000
0,1,0,0,0,0,1,0,0,1,1498,440000000
0,0,0,1,0,0,1,1,0,1,1498,380000000
1,0,0,0,0,0,1,1,0,0,1499,185000000
0,0,0,0,0,0,1,1,0,0,1499,186000000
1,0,0,0,0,0,1,0,0,0,1499,189000000
1,0,0,0,0,0,1,1,0,0,1499,189500000
1,0,0,0,0,0,1,1,0,0,1499,192000000
1,0,0,0,0,0,1,1,0,0,1499,195000000
1,0,0,0,0,0,1,1,0,0,1499,198000000
1,0,0,0,0,0,1,1,0,0,1499,198000000
1,0,0,0,0,0,1,1,0,0,1499,198000000
1,0,0,0,0,0,1,1,0,0,1499,200000000
1,0,0,0,0,0,1,0,0,0,1499,205000000
0,0,0,0,0,0,1,0,0,0,1499,205000000
0,0,0,0,0,0,1,0,0,0,1499,207000000
1,0,0,0,0,0,1,0,0,0,1499,208000000
0,0,0,0,0,0,1,1,0,0,1499,208000000
1,0,0,0,0,0,1,1,0,0,1499,209000000
1,0,0,0,0,0,1,1,0,0,1499,211000000
0,0,0,0,0,0,1,1,0,0,1499,212000000
0,0,0,0,0,0,1,0,0,0,1499,213000000
0,0,0,0,0,0,1,1,0,0,1499,214000000
0,0,0,0,0,0,1,1,0,0,1499,215000000
1,0,0,0,0,0,1,1,0,0,1499,216000000
0,0,0,0,0,0,1,1,0,0,1499,216000000
0,0,0,0,0,0,1,1,0,0,1499,216000000
1,0,0,0,0,0,1,0,0,0,1499,216000000
1,0,0,0,0,0,1,0,0,0,1499,218000000
1,0,0,0,0,0,1,0,0,0,1499,219000000
0,0,0,0,0,0,1,1,0,0,1499,219000000
0,0,0,0,0,0,1,0,0,0,1499,219000000
0,0,1,0,0,0,1,1,0,0,1499,220000000
1,0,0,0,1,0,1,1,0,1,1499,155000000
1,0,0,0,1,0,1,1,0,1,1499,158000000
1,0,0,0,1,0,1,1,0,1,1499,159000000
1,0,0,0,1,0,1,1,0,1,1499,164000000
0,1,0,0,1,0,1,1,0,1,1499,165000000
0,1,0,0,1,0,1,1,0,1,1499,180000000
0,1,0,0,0,0,1,1,0,1,1499,196000000
0,1,0,0,1,0,1,1,0,1,1499,197000000
0,1,0,0,1,0,1,0,0,1,1499,203000000
0,0,0,0,0,0,1,1,0,1,1499,203000000
0,0,0,0,0,0,1,1,0,1,1499,208000000
0,1,0,0,0,0,1,0,0,1,1499,209000000
0,1,0,0,0,0,1,1,0,1,1499,209000000
0,0,0,0,0,0,1,0,0,1,1499,214000000
0,1,0,0,0,0,1,1,0,1,1499,215000000
0,1,0,0,0,0,1,0,0,1,1499,218000000
0,1,0,0,0,0,1,1,0,1,1499,224000000
0,1,0,0,0,0,1,0,0,1,1499,224033842
0,0,0,0,0,0,1,1,0,1,1499,224264538
0,1,0,0,0,0,1,1,0,1,1499,231000000
0,1,0,0,0,0,1,1,0,1,1499,231000000
0,0,0,0,1,0,1,0,0,1,1499,166000000
0,0,0,0,0,0,1,1,0,1,1499,189000000
0,1,0,0,0,0,1,0,0,1,1499,200000000
0,1,0,0,0,0,1,1,0,1,1499,231000000
0,1,0,0,0,0,1,0,0,1,1499,234000000
0,1,0,0,0,0,1,1,0,1,1499,248000000
0,1,0,0,0,0,1,1,0,1,1499,240000000
0,0,0,0,0,0,1,0,0,1,1499,240000000
0,1,0,0,0,0,1,1,0,1,1499,260000000
1,0,0,0,0,1,0,0,1,0,1798,195000000
1,0,0,0,0,1,0,0,1,0,1798,207000000
0,0,1,0,0,1,0,1,0,0,1798,260000000
1,0,0,0,0,1,0,1,0,0,1799,165000000
0,0,0,0,0,1,0,1,0,0,1799,170000000
0,0,0,0,0,0,1,1,1,0,1799,230500000
0,0,0,0,0,0,1,1,1,0,1799,242500000
0,0,0,0,0,0,1,1,1,0,1799,270000000
0,1,0,0,0,0,1,1,1,0,1799,254000000
0,0,1,0,0,0,1,1,0,0,1799,245000000
0,0,1,0,0,0,1,1,0,0,1799,275000000
0,0,0,0,0,0,1,0,0,1,1799,290000000
1,0,0,0,0,0,1,1,1,0,1986,415000000
0,1,0,0,0,0,1,0,0,1,1986,550000000
0,0,0,0,0,0,1,1,0,0,1987,168500000
0,0,1,0,0,0,1,1,0,0,1987,358000000
0,0,0,0,0,0,1,0,0,0,1987,359500000
0,0,1,0,0,0,1,0,0,0,1987,360000000
0,0,1,0,0,0,1,1,0,0,1987,368000000
0,1,0,0,0,0,1,1,0,1,1987,420000000
0,0,0,0,1,0,1,0,0,0,1995,105000000
0,0,0,0,0,0,1,0,0,0,1997,100000000
0,0,0,0,0,0,1,0,1,0,1997,209000000
1,0,0,0,0,1,0,1,1,0,1997,175000000
0,0,0,0,0,0,1,0,0,0,1998,130000000
1,0,0,0,0,0,1,1,0,0,1998,152000000
0,0,0,0,0,0,1,1,0,0,1998,173000000
1,0,0,0,0,0,1,0,0,0,1998,175000000
0,0,0,0,0,0,1,0,0,0,1998,169000000
0,0,0,0,0,0,1,1,1,0,1998,185000000
0,0,0,0,0,0,1,0,1,0,1998,157000000
0,0,0,0,1,0,1,0,1,0,1998,192000000
0,0,0,0,1,0,1,1,1,0,1998,205000000
0,0,0,0,0,0,1,1,1,0,1998,185000000
1,0,0,0,0,0,1,1,1,0,1998,188000000
0,0,0,0,0,0,1,0,1,0,1998,259000000
0,0,1,0,0,0,1,1,1,0,1998,259000000
0,0,0,0,0,0,1,0,1,0,1998,278547169
0,0,0,0,0,0,1,1,1,0,1998,292000000
1,0,0,0,0,0,1,1,1,0,1998,203000000
0,0,0,0,1,0,1,1,1,0,1998,223500000
0,0,1,0,0,0,1,1,1,0,1998,245000000
0,0,1,0,1,0,1,1,1,0,1998,252000000
0,0,0,0,0,0,1,1,1,0,1998,295000000
0,0,1,0,0,0,1,1,1,0,1998,319000000
0,1,0,0,0,0,1,1,0,0,1998,250000000
0,1,0,0,0,0,1,1,0,0,1998,267000000
0,1,0,0,0,0,1,0,0,0,1998,291000000
0,1,0,0,0,0,1,1,0,0,1998,291000000
0,0,1,0,0,0,1,0,0,0,1998,235000000
0,0,0,0,0,0,1,1,0,1,1998,270000000
0,0,1,0,0,0,1,0,0,1,1998,289000000
0,0,1,0,0,0,1,1,0,1,1998,298000000
0,0,1,0,0,0,1,1,0,1,1998,315000000
0,0,1,0,0,0,1,1,0,1,1998,340000000
0,0,0,0,0,0,1,1,0,1,1998,359000000
0,0,0,0,0,0,1,1,0,1,1998,301000000
0,0,0,0,0,0,1,0,0,1,1998,374000000
0,0,0,0,0,0,1,1,0,1,1998,356000000
0,0,0,0,0,0,1,1,0,0,2354,125000000
0,0,0,0,0,0,1,0,0,0,2354,200000000
0,0,0,0,0,0,1,0,0,0,2354,145000000
0,0,0,0,0,0,1,0,0,0,2354,195000000
0,0,0,0,0,0,1,0,0,0,2354,195000000
0,0,0,0,0,0,1,1,0,0,2354,198000000
0,0,0,0,0,0,1,0,0,0,2354,179000000
0,0,0,0,0,0,1,0,0,0,2354,195000000
0,0,0,0,0,0,1,0,0,0,2354,210000000
0,0,0,0,0,0,1,1,1,0,2354,185000000
0,0,0,0,0,0,1,1,1,0,2354,185000000
0,0,0,0,0,0,1,0,1,0,2354,200000000
1,0,0,0,0,0,1,0,1,0,2354,215000000
0,0,0,0,0,0,1,1,1,0,2354,235000000
0,0,0,0,0,0,1,0,1,0,2354,273000000
0,0,0,0,0,0,1,0,1,0,2354,246000000
0,0,0,0,0,0,1,0,1,0,2354,274000000
0,0,1,0,0,0,1,0,1,0,2354,281000000
0,1,0,0,0,0,1,1,1,0,2354,329000000
0,1,0,0,0,0,1,0,1,0,2354,346000000
0,0,0,0,0,1,0,1,1,0,2356,275000000
0,1,0,0,0,1,0,1,1,0,2356,259000000
0,1,0,0,0,1,0,1,1,0,2356,287000000
0,0,0,0,0,1,0,1,0,0,2362,112000000
0,0,0,0,0,0,1,0,0,0,2362,280000000
0,0,0,0,0,0,1,0,0,0,2362,285000000
0,0,0,0,0,1,0,1,0,0,2362,135000000
0,0,0,0,0,0,1,1,0,0,2362,179000000
0,0,0,0,0,0,1,1,0,0,2362,300000000
0,0,0,0,0,0,1,0,0,0,2362,309000000
0,0,0,0,0,0,1,1,0,0,2362,350000000
0,0,0,0,0,0,1,1,0,0,2362,370000000
0,0,0,0,0,0,1,1,0,0,2362,405000000
1,0,0,0,0,0,1,1,1,0,2362,300000000
1,0,0,0,0,0,1,0,1,0,2362,399000000
0,0,0,0,0,0,1,0,1,0,2393,369000000
0,0,0,0,0,0,1,1,1,0,2393,381000000
1,0,0,0,0,0,1,1,1,0,2393,394000000
0,0,0,0,0,0,1,0,0,0,2393,385000000
0,0,0,0,0,0,1,0,0,0,2393,389000000
0,0,1,0,0,0,1,1,0,0,2393,420000000
0,0,1,0,0,0,1,0,0,1,2393,282000000
0,0,1,0,0,0,1,1,0,1,2393,309000000
0,0,1,0,0,0,1,1,0,1,2393,310000000
0,0,1,0,0,0,1,1,0,1,2393,324500000
0,0,1,0,0,0,1,1,0,1,2393,355000000
0,0,0,0,0,0,1,0,0,1,2393,419000000
0,0,0,0,0,0,1,0,0,1,2393,438000000
0,0,0,0,0,0,1,0,0,1,2393,343000000
0,0,0,0,0,0,1,0,0,1,2393,372000000
0,0,0,0,0,0,1,0,0,1,2393,373000000
0,0,0,0,0,0,1,0,0,1,2393,429500000
0,1,0,0,0,0,1,1,0,1,2393,430000000
0,1,0,0,0,0,1,1,0,1,2393,430000000
0,1,0,0,0,0,1,1,0,1,2393,460000000
0,0,0,0,0,0,1,1,0,1,2393,480000000
0,0,0,0,0,0,1,0,0,1,2393,496000000
0,1,0,0,0,0,1,1,0,1,2393,355000000
0,1,0,0,0,0,1,0,0,1,2393,395000000
0,1,0,0,0,1,0,0,0,1,2393,505000000
1,0,0,0,0,0,1,1,1,0,2442,359000000
0,0,0,0,0,0,1,1,1,0,2442,388000000
1,0,0,0,0,0,1,0,1,0,2442,394000000
0,0,1,0,0,0,1,0,0,0,2442,423000000
0,0,1,0,0,0,1,0,0,0,2442,440000000
0,0,1,0,0,0,1,0,0,0,2442,447000000
0,1,0,0,0,0,1,0,0,1,2442,435000000
0,1,0,0,0,0,1,1,0,1,2442,465000000
0,0,0,0,0,0,1,1,0,1,2442,474000000
0,0,0,0,0,0,1,1,0,1,2442,530000000
0,0,0,0,0,0,1,1,0,1,2442,530000000
0,1,0,0,0,0,1,0,0,1,2442,584000000
0,1,0,0,0,0,1,1,0,1,2442,665000000
0,0,0,0,0,0,1,1,0,0,2477,235000000
0,0,0,0,0,0,1,1,0,0,2477,279500000
0,0,0,0,0,0,1,1,0,0,2477,255000000
1,0,0,0,0,0,1,0,1,0,2477,290000000
1,0,0,0,0,0,1,0,1,0,2477,265000000
0,0,0,0,0,0,1,0,1,0,2477,379000000
0,0,1,0,1,0,1,1,0,0,2477,389000000
0,0,0,0,0,0,1,0,0,0,2494,205000000
0,0,0,0,0,0,1,0,1,0,2494,249000000
1,0,0,0,0,0,1,1,1,0,2494,720000000
1,0,0,0,0,0,1,1,1,0,2494,800000000
0,0,1,0,0,0,1,1,0,0,2494,858000000
0,0,1,0,0,0,1,1,0,0,2494,858000000
0,0,1,0,0,1,0,1,0,0,2494,275000000
0,1,0,0,0,0,1,1,0,1,2494,895000000
0,1,0,0,0,0,1,1,0,1,2494,895000000
0,0,0,0,0,0,1,0,0,1,2494,938000000
0,0,0,0,0,0,1,1,0,1,2494,945000000
0,0,0,0,0,0,1,0,0,1,2494,975000000
0,1,0,0,0,0,1,0,0,1,2494,1080000000
0,1,0,0,0,0,1,0,0,1,2494,1095000000
0,0,0,0,0,0,1,0,0,0,2694,198000000
1,0,0,0,0,0,1,0,1,0,2694,360000000
0,0,0,0,0,0,1,0,0,1,2694,420000000
0,1,0,0,0,0,1,0,0,1,2754,1850000000
0,1,0,0,0,0,1,1,0,1,2755,505000000